protein1 protein2
YMR131C YGL099W
YMR131C YHR148W
YMR131C YBL024W
YMR131C YOR145C
YMR131C YKR081C
YMR131C YDR398W
YMR131C YBL039C
YMR131C YOL124C
YMR131C YOR294W
YMR131C YHR088W
YMR131C YNL061W
YMR131C YNL141W
YMR131C YLL011W
YMR131C YOR056C
YMR131C YLR449W
YMR131C YEL026W
YMR131C YCR087C-A
YMR131C YNL002C
YMR131C YJR002W
YMR131C YNL132W
YMR131C YKL216W
YMR131C YGR090W
YMR131C YHR052W
YMR131C YLR186W
YMR131C YPL043W
YMR131C YPL093W
YMR131C YKL082C
YMR131C YIR012W
YMR131C YMR128W
YMR131C YHR197W
YMR131C YCR072C
YMR131C YEL055C
YMR131C YJL010C
YMR131C YLR409C
YMR131C YKR024C
YMR131C YOR063W
YMR131C YPR144C
YMR131C YML093W
YMR131C YPL226W
YMR131C YHR170W
YMR131C YOR004W
YMR131C YJL033W
YMR131C YHR065C
YMR131C YDR465C
YMR131C YDL031W
YMR131C YJL109C
YMR131C YER082C
YMR131C YGR245C
YMR131C YPR143W
YMR131C YDL148C
YMR131C YER110C
YMR131C YLR074C
YMR131C YDR312W
YMR131C YBR247C
YMR131C YDR165W
YMR131C YML074C
YMR131C YDL153C
YMR131C YOR243C
YMR131C YMR217W
YMR131C YLR175W
YMR131C YOL077C
YMR131C YAL025C
YMR131C YOR206W
YMR131C YOR340C
YMR131C YPL266W
YMR131C YJL125C
YMR131C YCL059C
YMR131C YCL031C
YMR131C YDR361C
YMR131C YPL217C
YMR131C YOR341W
YMR131C YDR299W
YMR131C YMR229C
YMR131C YGR159C
YMR131C YNL112W
YMR131C YDR496C
YMR131C YGL078C
YMR131C YLR276C
YMR131C YDR449C
YMR131C YDR324C
YMR133W YHR157W
YMR133W YER044C-A
YMR133W YLR329W
YMR133W YJR021C
YMR135C YCL039W
YMR135C YFL005W
YMR135C YGL227W
YMR135C YIL097W
YMR135C YIL017C
YMR135C YDR255C
YMR135C YBR105C
YMR137C YGR258C
YMR137C YPL167C
YMR137C YMR224C
YMR137C YMR106C
YMR137C YMR284W
YMR137C YDR386W
YMR137C YOR033C
YMR137C YOR005C
YMR138W YFL037W
YMR138W YER007W
YMR138W YOR265W
YMR138W YOR349W
YMR138W YNL148C
YMR138W YPL241C
YMR139W YJR094C
YMR139W YJR147W
YMR139W YDR207C
YMR139W YHR206W
YMR139W YGR249W
YMR139W YGL073W
YMR139W YKR048C
YMR140W YGR005C
YMR140W YDR477W
YMR142C YNL302C
YMR142C YDL075W
YMR142C YMR143W
YMR142C YPL249C-A
YMR142C YMR146C
YMR142C YLR448W
YMR142C YIL018W
YMR142C YCR031C
YMR142C YOL040C
YMR142C YBR048W
YMR142C YDL081C
YMR142C YMR121C
YMR142C YGL103W
YMR142C YFL034C-A
YMR142C YBR189W
YMR142C YLR344W
YMR142C YOR167C
YMR142C YPL081W
YMR142C YOR133W
YMR142C YER074W
YMR142C YIL069C
YMR142C YPL131W
YMR142C YGL135W
YMR142C YJR094W-A
YMR142C YER117W
YMR142C YMR194W
YMR142C YML026C
YMR142C YBR181C
YMR142C YLR009W
YMR142C YPL198W
YMR142C YLR048W
YMR142C YGR034W
YMR142C YLR185W
YMR142C YLR406C
YMR142C YLR325C
YMR142C YJR123W
YMR142C YKL081W
YMR142C YKL006W
YMR142C YGL147C
YMR142C YDR418W
YMR142C YOR096W
YMR142C YHR021C
YMR142C YPR102C
YMR142C YKR057W
YMR142C YHL015W
YMR142C YPR132W
YMR142C YML024W
YMR142C YDR385W
YMR142C YOR182C
YMR142C YHL033C
YMR142C YDR429C
YMR142C YML063W
YMR142C YDR101C
YMR142C YLR061W
YMR142C YOL127W
YMR142C YGR148C
YMR142C YGR214W
YMR142C YDL130W
YMR142C YBR191W
YMR142C YLR441C
YMR142C YOL120C
YMR142C YLR388W
YMR142C YPR043W
YMR142C YDL136W
YMR142C YJR113C
YMR142C YGL076C
YMR142C YMR116C
YMR142C YLR075W
YMR142C YLR167W
YMR142C YNL096C
YMR142C YGR027C
YMR142C YHR141C
YMR142C YLR264W
YMR142C YNL067W
YMR142C YKR094C
YMR142C YDL191W
YMR142C YMR242C
YMR142C YNL178W
YMR142C YGL123W
YMR142C YLL045C
YMR142C YDR450W
YMR142C YIL133C
YMR142C YLR029C
YMR142C YJL191W
YMR142C YPL220W
YMR142C YDL082W
YMR142C YDR471W
YMR142C YML073C
YMR142C YDR500C
YMR142C YEL054C
YMR142C YDR382W
YMR142C YJR145C
YMR142C YHR193C
YMR142C YMR230W
YMR142C YPL079W
YMR142C YGR118W
YMR142C YIL052C
YMR142C YPL037C
YMR142C YDR012W
YMR142C YGL030W
YMR142C YHR203C
YMR142C YKL056C
YMR142C YBR084C-A
YMR142C YOR369C
YMR142C YOR293W
YMR142C YDR025W
YMR142C YBL072C
YMR142C YDL083C
YMR142C YOR234C
YMR142C YDR064W
YMR142C YLR333C
YMR142C YFR031C-A
YMR142C YJL190C
YMR142C YLR367W
YMR142C YBL092W
YMR142C YOL039W
YMR142C YJL189W
YMR142C YNL301C
YMR142C YER056C-A
YMR142C YBL027W
YMR142C YNL162W
YMR142C YOR063W
YMR142C YDL061C
YMR142C YGR085C
YMR142C YHR010W
YMR142C YHL001W
YMR142C YER131W
YMR142C YBR031W
YMR142C YPL090C
YMR142C YPR016C
YMR142C YPL143W
YMR142C YER102W
YMR142C YOL121C
YMR142C YAL003W
YMR142C YNL069C
YMR142C YLR340W
YMR142C YGL031C
YMR142C YJL177W
YMR142C YDR252W
YMR142C YOR312C
YMR142C YLR287C-A
YMR142C YFR032C-A
YMR142C YKL180W
YMR142C YKL156W
YMR142C YBL087C
YMR142C YGL189C
YMR142C YDR447C
YMR142C YJL136C
YMR142C YNL002C
YMR142C YIL148W
YMR143W YNL002C
YMR143W YIL148W
YMR143W YJL136C
YMR143W YDR447C
YMR143W YGR090W
YMR143W YNL132W
YMR143W YGL189C
YMR143W YBL087C
YMR143W YJR002W
YMR143W YKL156W
YMR143W YKL180W
YMR143W YEL026W
YMR143W YLL011W
YMR143W YFR032C-A
YMR143W YLR287C-A
YMR143W YOR312C
YMR143W YGR054W
YMR143W YPL048W
YMR143W YJL177W
YMR143W YLR340W
YMR143W YGL031C
YMR143W YMR128W
YMR143W YNL069C
YMR143W YAL003W
YMR143W YOL121C
YMR143W YIL035C
YMR143W YER102W
YMR143W YPL143W
YMR143W YLR186W
YMR143W YHR196W
YMR143W YPL090C
YMR143W YBR031W
YMR143W YER131W
YMR143W YML093W
YMR143W YHL001W
YMR143W YHR010W
YMR143W YJL010C
YMR143W YLR409C
YMR143W YBL004W
YMR143W YPR144C
YMR143W YGR085C
YMR143W YDL061C
YMR143W YJR007W
YMR143W YOR063W
YMR143W YNL162W
YMR143W YBL027W
YMR143W YER056C-A
YMR143W YER082C
YMR143W YNL301C
YMR143W YJL189W
YMR143W YOL039W
YMR143W YBL092W
YMR143W YLR367W
YMR143W YDL148C
YMR143W YJL190C
YMR143W YFR031C-A
YMR143W YLR333C
YMR143W YDR064W
YMR143W YNL001W
YMR143W YDR091C
YMR143W YJL109C
YMR143W YOR234C
YMR143W YDL083C
YMR143W YBL072C
YMR143W YMR142C
YMR143W YDR025W
YMR143W YOR293W
YMR143W YBR079C
YMR143W YOR369C
YMR143W YLR175W
YMR143W YBR084C-A
YMR143W YKL056C
YMR143W YHR203C
YMR143W YGL030W
YMR143W YGR081C
YMR143W YDR012W
YMR143W YBR247C
YMR143W YOR078W
YMR143W YPL037C
YMR143W YIL052C
YMR143W YCL031C
YMR143W YCL059C
YMR143W YGR118W
YMR143W YPL079W
YMR143W YMR230W
YMR143W YPL266W
YMR143W YJR145C
YMR143W YDR382W
YMR143W YGL019W
YMR143W YDR299W
YMR143W YMR229C
YMR143W YEL054C
YMR143W YPL217C
YMR143W YPR041W
YMR143W YDR500C
YMR143W YML073C
YMR143W YMR309C
YMR143W YOR061W
YMR143W YDL082W
YMR143W YDR471W
YMR143W YDR324C
YMR143W YPL220W
YMR143W YJL191W
YMR143W YDR449C
YMR143W YLR029C
YMR143W YIL133C
YMR143W YDR450W
YMR143W YGR251W
YMR143W YLL045C
YMR143W YGL123W
YMR143W YNL178W
YMR143W YER025W
YMR143W YMR242C
YMR143W YDL191W
YMR143W YKR094C
YMR143W YNL067W
YMR143W YLR264W
YMR143W YHR141C
YMR143W YFL002C
YMR143W YGR027C
YMR143W YPR137W
YMR143W YLR129W
YMR143W YNL096C
YMR143W YOR039W
YMR143W YLR167W
YMR143W YLR075W
YMR143W YMR116C
YMR143W YOR287C
YMR143W YGL076C
YMR143W YJR113C
YMR143W YDL136W
YMR143W YPR043W
YMR143W YGL120C
YMR143W YPL126W
YMR143W YLR388W
YMR143W YLR197W
YMR143W YPR112C
YMR143W YGL171W
YMR143W YOL120C
YMR143W YMR093W
YMR143W YLR441C
YMR143W YBR191W
YMR143W YDL130W
YMR143W YGR214W
YMR143W YGR148C
YMR143W YNL007C
YMR143W YOL127W
YMR143W YNL224C
YMR143W YLR061W
YMR143W YLR003C
YMR143W YCR057C
YMR143W YMR049C
YMR143W YML063W
YMR143W YDR429C
YMR143W YNL244C
YMR143W YHL033C
YMR143W YPL237W
YMR143W YKL170W
YMR143W YKR060W
YMR143W YOR182C
YMR143W YDR385W
YMR143W YML024W
YMR143W YPR132W
YMR143W YGR103W
YMR143W YGR145W
YMR143W YMR260C
YMR143W YHL015W
YMR143W YKR057W
YMR143W YPR102C
YMR143W YHR021C
YMR143W YHR169W
YMR143W YMR290C
YMR143W YOR096W
YMR143W YLL039C
YMR143W YDR418W
YMR143W YGL147C
YMR143W YKL006W
YMR143W YPL012W
YMR143W YDL060W
YMR143W YKL081W
YMR143W YDL014W
YMR143W YJR123W
YMR143W YLR325C
YMR143W YLR406C
YMR143W YLR185W
YMR143W YJL069C
YMR143W YNL075W
YMR143W YGR034W
YMR143W YLR048W
YMR143W YPL198W
YMR143W YOL010W
YMR143W YBR181C
YMR143W YML026C
YMR143W YMR194W
YMR143W YER117W
YMR143W YJR094W-A
YMR143W YGL135W
YMR143W YPL131W
YMR143W YOR310C
YMR143W YIL069C
YMR143W YNL308C
YMR143W YER074W
YMR143W YGR128C
YMR143W YOR133W
YMR143W YPL081W
YMR143W YOR167C
YMR143W YLR344W
YMR143W YBR189W
YMR143W YFL034C-A
YMR143W YGL103W
YMR143W YDL213C
YMR143W YEL034W
YMR143W YMR121C
YMR143W YOR361C
YMR143W YNL207W
YMR143W YLR222C
YMR143W YLR192C
YMR143W YOR272W
YMR143W YDL081C
YMR143W YBR048W
YMR143W YOL040C
YMR143W YCR031C
YMR143W YIL018W
YMR143W YLR448W
YMR143W YMR146C
YMR143W YDL143W
YMR143W YPL249C-A
YMR143W YAL035W
YMR143W YDL075W
YMR143W YJL111W
YMR143W YOR145C
YMR143W YNL302C
YMR143W YHR148W
YMR145C YBL045C
YMR145C YLR395C
YMR145C YGL187C
YMR145C YIL111W
YMR145C Q0045
YMR145C YDR178W
YMR145C Q0275
YMR145C Q0120
YMR145C YKL141W
YMR145C YHR051W
YMR145C YPL132W
YMR145C YMR110C
YMR145C YMR256C
YMR145C YDL174C
YMR145C YIL155C
YMR145C YJL045W
YMR145C Q0250
YMR145C YGL191W
YMR145C YJR048W
YMR145C YER073W
YMR145C YEL024W
YMR145C YFR033C
YMR145C YLL018C-A
YMR145C YML054C
YMR145C YOR374W
YMR145C YHR116W
YMR145C YHR001W-A
YMR145C YLR038C
YMR145C YKL148C
YMR145C YDL067C
YMR145C Q0105
YMR145C YDR529C
YMR145C YNL052W
YMR145C YGR183C
YMR145C YJL166W
YMR145C YOR065W
YMR145C YPR191W
YMR145C YGR062C
YMR145C YLL041C
YMR146C YGL103W
YMR146C YOR167C
YMR146C YBR189W
YMR146C YPL081W
YMR146C YJL008C
YMR146C YLR192C
YMR146C YMR121C
YMR146C YOR361C
YMR146C YMR314W
YMR146C YDL143W
YMR146C YIL018W
YMR146C YLR448W
YMR146C YBR048W
YMR146C YOL040C
YMR146C YCR031C
YMR146C YJL111W
YMR146C YNL302C
YMR146C YOR145C
YMR146C YDL075W
YMR146C YMR143W
YMR146C YAL035W
YMR146C YKL006W
YMR146C YOR096W
YMR146C YDR418W
YMR146C YGL147C
YMR146C YHR021C
YMR146C YGR162W
YMR146C YLR406C
YMR146C YKL081W
YMR146C YJR123W
YMR146C YER117W
YMR146C YML026C
YMR146C YLR009W
YMR146C YBR181C
YMR146C YLR048W
YMR146C YPL198W
YMR146C YER074W
YMR146C YIL069C
YMR146C YPL131W
YMR146C YJR064W
YMR146C YML063W
YMR146C YDR101C
YMR146C YKL170W
YMR146C YPL237W
YMR146C YHL033C
YMR146C YNL244C
YMR146C YDR429C
YMR146C YHL015W
YMR146C YKR057W
YMR146C YPR102C
YMR146C YMR260C
YMR146C YML024W
YMR146C YPR132W
YMR146C YGR103W
YMR146C YOR182C
YMR146C YGR027C
YMR146C YLR264W
YMR146C YGL049C
YMR146C YLR167W
YMR146C YMR116C
YMR146C YLR388W
YMR146C YMR012W
YMR146C YGR214W
YMR146C YGR148C
YMR146C YOL139C
YMR146C YLR441C
YMR146C YOL120C
YMR146C YPR041W
YMR146C YEL054C
YMR146C YLR029C
YMR146C YIL133C
YMR146C YDR450W
YMR146C YDL082W
YMR146C YDR471W
YMR146C YJL191W
YMR146C YML073C
YMR146C YMR309C
YMR146C YNL067W
YMR146C YGL123W
YMR146C YNL178W
YMR146C YER025W
YMR146C YMR242C
YMR146C YBR143C
YMR146C YLL045C
YMR146C YOR369C
YMR146C YDR025W
YMR146C YOR293W
YMR146C YBR079C
YMR146C YDL083C
YMR146C YOR234C
YMR146C YBL072C
YMR146C YKR059W
YMR146C YMR142C
YMR146C YDR012W
YMR146C YHR203C
YMR146C YGL030W
YMR146C YGR118W
YMR146C YJR145C
YMR146C YMR230W
YMR146C YHL001W
YMR146C YHR010W
YMR146C YOL038W
YMR146C YER131W
YMR146C YBR031W
YMR146C YPL090C
YMR146C YGR085C
YMR146C YOR063W
YMR146C YJR007W
YMR146C YNL301C
YMR146C YDR064W
YMR146C YDR091C
YMR146C YFR031C-A
YMR146C YJL190C
YMR146C YGL189C
YMR146C YBL087C
YMR146C YKL156W
YMR146C YDR447C
YMR146C YPL048W
YMR146C YLR287C-A
YMR146C YOR312C
YMR146C YJL138C
YMR146C YAL003W
YMR146C YOL121C
YMR146C YLR340W
YMR146C YGL031C
YMR146C YPL143W
YMR146C YPL093W
YMR146C YER102W
YMR149W YEL002C
YMR149W YJL002C
YMR149W YOR085W
YMR149W YLR378C
YMR149W YGL226C-A
YMR149W YOR103C
YMR149W YER021W
YMR149W YGR227W
YMR149W YDL232W
YMR149W YGL022W
YMR149W YML019W
YMR149W YGL027C
YMR150C YMR257C
YMR153W YDR192C
YMR153W YDL088C
YMR153W YMR129W
YMR153W YLR018C
YMR153W YKR082W
YMR153W YJL041W
YMR153W YLR347C
YMR153W YML031W
YMR153W YNL189W
YMR153W YML103C
YMR153W YBL079W
YMR153W YIL115C
YMR153W YER105C
YMR153W YGL092W
YMR153W YMR047C
YMR153W YKR095W
YMR153W YAR002W
YMR153W YGL172W
YMR153W YJL039C
YMR153W YGR119C
YMR153W YIL149C
YMR153W YFR002W
YMR153W YMR308C
YMR153W YKL068W
YMR153W YLR335W
YMR153W YOR098C
YMR154C YMR063W
YMR154C YOR275C
YMR154C YGR058W
YMR154C YHL027W
YMR154C YGL045W
YMR154C YNL294C
YMR154C YLR025W
YMR154C YOR030W
YMR155W YJL163C
YMR156C YCR014C
YMR156C YBR223C
YMR156C YBL019W
YMR156C YMR106C
YMR156C YMR284W
YMR156C YCL030C
YMR156C YOR005C
YMR156C YIL009C-A
YMR158W YHR075C
YMR158W YML025C
YMR158W YCR071C
YMR158W YOL127W
YMR158W YHL015W
YMR158W YOR182C
YMR158W YBR282W
YMR158W YKL170W
YMR158W YCR003W
YMR158W YNL284C
YMR158W YJR113C
YMR158W YMR116C
YMR158W YDR036C
YMR158W YBR146W
YMR158W YGL068W
YMR158W YKR085C
YMR158W YKL003C
YMR158W YNL122C
YMR158W YKL138C
YMR158W YPL173W
YMR158W YGL129C
YMR158W YNR022C
YMR158W YPL013C
YMR158W YGR215W
YMR158W YLR388W
YMR158W YDR116C
YMR158W YNR037C
YMR158W YNL137C
YMR158W YDL045W-A
YMR158W YGR165W
YMR158W YBL038W
YMR158W YGR220C
YMR158W YDR462W
YMR158W YMR188C
YMR158W YOL040C
YMR158W YPL183W-A
YMR158W YJR123W
YMR158W YDR237W
YMR158W YDR337W
YMR158W YOR150W
YMR158W YML009C
YMR158W YMR286W
YMR158W YBL090W
YMR158W YPL131W
YMR158W YIL093C
YMR158W YDR322W
YMR158W YKL155C
YMR158W YNL306W
YMR158W YPR166C
YMR158W YPR100W
YMR158W YDR175C
YMR158W YNL252C
YMR158W YNL177C
YMR158W YBL092W
YMR158W YGR076C
YMR158W YLR287C-A
YMR158W YOR158W
YMR158W YBR122C
YMR158W YFR032C-A
YMR158W YDR494W
YMR158W YER050C
YMR158W YDR347W
YMR158W YCR046C
YMR158W YBR251W
YMR158W YNL081C
YMR158W YLR312W-A
YMR158W YHR147C
YMR158W YDR115W
YMR158W YMR193W
YMR158W YNR036C
YMR158W YGL123W
YMR158W YLR439W
YMR158W YNL178W
YMR158W YDR041W
YMR158W YHR059W
YMR158W YMR024W
YMR158W YEL050C
YMR158W YPL118W
YMR158W YJL063C
YMR158W YDR405W
YMR158W YGR084C
YMR158W YHL004W
YMR158W YJL096W
YMR158W YNL005C
YMR158W YJR101W
YMR158W Q0140
YMR159C YGL180W
YMR159C YNL223W
YMR159C YLR423C
YMR159C YPL149W
YMR159C YNR007C
YMR159C YPL100W
YMR159C YDL149W
YMR159C YBR217W
YMR159C YFR021W
YMR159C YBL078C
YMR159C YLL042C
YMR159C YHR171W
YMR159C YPL120W
YMR159C YJL180C
YMR161W YAL005C
YMR161W YJL034W
YMR161W YPL106C
YMR162C YCR094W
YMR162C YNL323W
YMR162C YNR047W
YMR162C YNR048W
YMR163C YOR326W
YMR163C YMR204C
YMR164C YBR083W
YMR164C YDL233W
YMR164C YER109C
YMR164C YHR084W
YMR164C YOL116W
YMR164C YIR019C
YMR165C YPR140W
YMR165C YPL110C
YMR165C YOR245C
YMR165C YBR029C
YMR165C YMR313C
YMR165C YKR067W
YMR165C YDL052C
YMR165C YBL011W
YMR165C YKR089C
YMR165C YOR175C
YMR165C YDR284C
YMR165C YKR031C
YMR165C YER120W
YMR165C YAL009W
YMR165C YNR019W
YMR165C YOR311C
YMR165C YHR123W
YMR165C YNL130C
YMR165C YDR503C
YMR165C YHL020C
YMR165C YNR008W
YMR165C YHR004C
YMR165C YPL031C
YMR167W YER041W
YMR167W YML032C
YMR167W YOL043C
YMR167W YDL200C
YMR167W YML095C
YMR167W YJL074C
YMR167W YMR190C
YMR167W YDR386W
YMR167W YFL003C
YMR167W YML060W
YMR167W YPL022W
YMR167W YDL102W
YMR167W YBR088C
YMR167W YLR035C
YMR167W YER179W
YMR167W YCR092C
YMR167W YDR097C
YMR167W YBL088C
YMR167W YER171W
YMR167W YOR033C
YMR167W YPL164C
YMR167W YHL022C
YMR167W YNL262W
YMR167W YMR201C
YMR167W YGL251C
YMR167W YOL090W
YMR167W YPL024W
YMR167W YDR263C
YMR167W YGR258C
YMR167W YKL113C
YMR167W YNL082W
YMR167W YDL154W
YMR167W YER095W
YMR167W YGL183C
YMR167W YLR234W
YMR167W YBR228W
YMR168C YIR010W
YMR168C YKL049C
YMR168C YDR328C
YMR168C YJR060W
YMR168C YMR094W
YMR168C YGR140W
YMR169C YIL164C
YMR169C YMR250W
YMR169C YML128C
YMR169C YBR117C
YMR169C YJR049C
YMR169C YMR105C
YMR169C YHR096C
YMR169C YGL256W
YMR169C YPL188W
YMR169C YMR303C
YMR169C YDR070C
YMR169C YDR242W
YMR169C YOR173W
YMR169C YMR090W
YMR169C YBR116C
YMR169C YGR205W
YMR169C YGL205W
YMR169C YHR087W
YMR169C YAL054C
YMR169C YDL204W
YMR169C YGR043C
YMR169C YDL223C
YMR169C YJR096W
YMR169C YOL084W
YMR169C YOL052C-A
YMR169C YGR248W
YMR169C YMR020W
YMR169C YIL145C
YMR169C YGR019W
YMR169C YLR178C
YMR169C YMR175W
YMR169C YDL222C
YMR169C YLR153C
YMR169C YBL015W
YMR169C YGR256W
YMR169C YIL136W
YMR169C YGR088W
YMR169C YEL041W
YMR169C YFL014W
YMR170C YLR153C
YMR170C YIL145C
YMR170C YGR019W
YMR170C YMR020W
YMR170C YEL041W
YMR170C YBL015W
YMR170C YDR242W
YMR170C YPL188W
YMR170C YJR049C
YMR170C YIL164C
YMR170C YMR250W
YMR170C YAL054C
YMR170C YGR205W
YMR170C YGR087C
YMR171C YER125W
YMR172W YNL167C
YMR172W YLR113W
YMR172W YBR182C
YMR173W YMR173W-A
YMR173W-A YMR173W
YMR174C YGR043C
YMR174C YPL154C
YMR174C YMR175W
YMR175W YMR174C
YMR175W YHR096C
YMR175W YMR107W
YMR175W YOL052C-A
YMR175W YBR117C
YMR175W YPL223C
YMR175W YGR043C
YMR175W YBR116C
YMR175W YMR169C
YMR175W YDR070C
YMR176W YLR015W
YMR176W YMR075W
YMR176W YNL330C
YMR176W YER169W
YMR176W YBR039W
YMR176W YDL004W
YMR176W YDR298C
YMR176W YBL099W
YMR176W YGL131C
YMR176W YAR003W
YMR176W YDR096W
YMR176W YER051W
YMR178W YDL045C
YMR178W YIL134W
YMR178W YDR236C
YMR179W YJL127C
YMR183C YNR049C
YMR183C YLR026C
YMR183C YGL212W
YMR183C YBL050W
YMR183C YGL095C
YMR183C YBR080C
YMR183C YDR468C
YMR183C YMR197C
YMR183C YLR078C
YMR183C YER008C
YMR183C YDR189W
YMR183C YLR268W
YMR183C YPL232W
YMR183C YDR164C
YMR183C YPR032W
YMR183C YGL233W
YMR183C YOR106W
YMR183C YKL196C
YMR183C YGR009C
YMR183C YLR093C
YMR183C YAL030W
YMR183C YMR017W
YMR183C YOR036W
YMR183C YOR327C
YMR183C YIL004C
YMR185W YPR131C
YMR186W YDR190C
YMR186W YPL240C
YMR186W YDR328C
YMR186W YPR080W
YMR186W YFL039C
YMR186W YGR123C
YMR186W YJR032W
YMR186W YDR258C
YMR186W YNL121C
YMR186W YBR101C
YMR186W YNL007C
YMR186W YPL235W
YMR186W YBL075C
YMR186W YNL281W
YMR186W YJL005W
YMR186W YLL026W
YMR186W YBR044C
YMR186W YKL117W
YMR186W YLR216C
YMR186W YNL064C
YMR186W YJR121W
YMR186W YAL005C
YMR186W YDL126C
YMR186W YJR009C
YMR186W YDR168W
YMR186W YER103W
YMR186W YKL033W
YMR186W YLR113W
YMR186W YHR117W
YMR186W YNL021W
YMR186W YBR169C
YMR186W YBR160W
YMR186W YBR155W
YMR186W YPL106C
YMR186W YOR298C-A
YMR186W YLR318W
YMR186W YHR064C
YMR186W YOR057W
YMR186W YDR214W
YMR186W YCR060W
YMR186W YJR045C
YMR186W YHR034C
YMR186W YLR259C
YMR186W YOR027W
YMR186W YOR007C
YMR186W YAL058W
YMR186W YKL073W
YMR186W YHR007C
YMR186W YOR020C
YMR186W YGL073W
YMR186W YLL024C
YMR186W YBR109C
YMR186W YOR232W
YMR186W YOR035C
YMR186W YJL034W
YMR186W YDR155C
YMR188C YER050C
YMR188C YDR494W
YMR188C YKL156W
YMR188C YOR158W
YMR188C YNL177C
YMR188C YNL252C
YMR188C YNL306W
YMR188C YPR100W
YMR188C YPR166C
YMR188C YDR175C
YMR188C YKL155C
YMR188C YJR101W
YMR188C Q0140
YMR188C YNL005C
YMR188C YHL004W
YMR188C YGR084C
YMR188C YJL063C
YMR188C YDR405W
YMR188C YPL118W
YMR188C YEL050C
YMR188C YDR041W
YMR188C YLR439W
YMR188C YNL178W
YMR188C YGL123W
YMR188C YMR193W
YMR188C YNR036C
YMR188C YHR147C
YMR188C YLR312W-A
YMR188C YDR347W
YMR188C YCR046C
YMR188C YBR251W
YMR188C YNL081C
YMR188C YDR116C
YMR188C YPL013C
YMR188C YGR215W
YMR188C YNR022C
YMR188C YGL129C
YMR188C YKR085C
YMR188C YNL122C
YMR188C YKL003C
YMR188C YKL138C
YMR188C YBR146W
YMR188C YDR036C
YMR188C YMR116C
YMR188C YJR113C
YMR188C YNL284C
YMR188C YKL170W
YMR188C YCR003W
YMR188C YHL015W
YMR188C YML025C
YMR188C YOL127W
YMR188C YCR071C
YMR188C YMR158W
YMR188C YHR075C
YMR188C YIL093C
YMR188C YPL131W
YMR188C YOR150W
YMR188C YBL090W
YMR188C YMR286W
YMR188C YML009C
YMR188C YDR337W
YMR188C YDR237W
YMR188C YJR123W
YMR188C YPL183W-A
YMR188C YOL040C
YMR188C YGR220C
YMR188C YNL185C
YMR188C YDR462W
YMR188C YBL038W
YMR188C YGR165W
YMR188C YNR037C
YMR188C YNL137C
YMR188C YDL045W-A
YMR189W YBR263W
YMR189W YDR019C
YMR189W YFL018C
YMR189W YPL023C
YMR189W YMR120C
YMR189W YDR232W
YMR189W YAL044C
YMR189W YHR037W
YMR189W YOR236W
YMR189W YDL171C
YMR189W YGL125W
YMR189W YPR035W
YMR189W YLR058C
YMR189W YKR080W
YMR189W YEL046C
YMR189W YFL030W
YMR190C YHR164C
YMR190C YDR510W
YMR190C YHL022C
YMR190C YPL164C
YMR190C YBR073W
YMR190C YDR279W
YMR190C YEL019C
YMR190C YMR048W
YMR190C YBR274W
YMR190C YDL013W
YMR190C YPL024W
YMR190C YPR135W
YMR190C YOL090W
YMR190C YGR258C
YMR190C YIL150C
YMR190C YLR135W
YMR190C YDR263C
YMR190C YNL102W
YMR190C YKL113C
YMR190C YJR043C
YMR190C YPL167C
YMR190C YJL090C
YMR190C YER116C
YMR190C YDR076W
YMR190C YER095W
YMR190C YLR288C
YMR190C YNL218W
YMR190C YHL006C
YMR190C YLR103C
YMR190C YDL154W
YMR190C YIL143C
YMR190C YDL059C
YMR190C YLR383W
YMR190C YPL153C
YMR190C YCR066W
YMR190C YBR228W
YMR190C YOL034W
YMR190C YHR031C
YMR190C YLR234W
YMR190C YDR363W
YMR190C YML095C
YMR190C YJL115W
YMR190C YGL087C
YMR190C YML032C
YMR190C YER041W
YMR190C YIR002C
YMR190C YOR144C
YMR190C YDR386W
YMR190C YDR004W
YMR190C YCL061C
YMR190C YMR284W
YMR190C YMR167W
YMR190C YGL163C
YMR190C YNL250W
YMR190C YJL092W
YMR190C YFL003C
YMR190C YOR191W
YMR190C YDR217C
YMR190C YER173W
YMR190C YDL064W
YMR190C YDL101C
YMR190C YLR318W
YMR190C YMR106C
YMR190C YBR136W
YMR190C YBR160W
YMR190C YMR224C
YMR190C YGL175C
YMR190C YHR154W
YMR190C YNL312W
YMR190C YNL072W
YMR190C YPL022W
YMR190C YCR092C
YMR190C YER179W
YMR190C YIL132C
YMR190C YNL273W
YMR190C YBR098W
YMR190C YAR007C
YMR190C YBR088C
YMR190C YNL088W
YMR190C YOL006C
YMR190C YBL088C
YMR190C YDR097C
YMR190C YDL220C
YMR190C YLR032W
YMR190C YOR005C
YMR190C YOR033C
YMR190C YML061C
YMR190C YOR368W
YMR192W YPL249C
YMR192W YCR009C
YMR192W YDR388W
YMR193W YNL005C
YMR193W YHL004W
YMR193W YDR405W
YMR193W YJL063C
YMR193W YIL133C
YMR193W YEL050C
YMR193W YPL118W
YMR193W YDR041W
YMR193W YGL123W
YMR193W YNL178W
YMR193W YLR439W
YMR193W YDR115W
YMR193W YLR312W-A
YMR193W YHR147C
YMR193W YNR036C
YMR193W YNL081C
YMR193W YBR251W
YMR193W YCR046C
YMR193W YNL069C
YMR193W YER050C
YMR193W YBR122C
YMR193W YGR076C
